human,humanLabel,awardEditionLabel,awardLabel,awardWork,awardWorkLabel,director,directorLabel,time
,,82nd Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q1128750,Crazy Heart,http://www.wikidata.org/entity/Q1750712,Scott Cooper,2010-03-07T00:00:00Z
,,82nd Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q1211833,The Cove,http://www.wikidata.org/entity/Q1859686,Louie Psihoyos,2010-03-07T00:00:00Z
,,82nd Academy Awards,Academy Award for Best Documentary (Short Subject),http://www.wikidata.org/entity/Q1954917,Music by Prudence,http://www.wikidata.org/entity/Q1617323,Roger Ross Williams,2010-03-07T00:00:00Z
,,81st Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q201687,Milk,http://www.wikidata.org/entity/Q25186,Gus Van Sant,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q201687,Milk,http://www.wikidata.org/entity/Q25186,Gus Van Sant,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q183239,The Curious Case of Benjamin Button,http://www.wikidata.org/entity/Q184903,David Fincher,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Visual Effects,http://www.wikidata.org/entity/Q183239,The Curious Case of Benjamin Button,http://www.wikidata.org/entity/Q184903,David Fincher,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Makeup and Hairstyling,http://www.wikidata.org/entity/Q183239,The Curious Case of Benjamin Button,http://www.wikidata.org/entity/Q184903,David Fincher,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q163872,The Dark Knight,http://www.wikidata.org/entity/Q25191,Christopher Nolan,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Sound Editing,http://www.wikidata.org/entity/Q163872,The Dark Knight,http://www.wikidata.org/entity/Q25191,Christopher Nolan,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q159063,The Reader,http://www.wikidata.org/entity/Q313506,Stephen Daldry,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q212123,Vicky Cristina Barcelona,http://www.wikidata.org/entity/Q25089,Woody Allen,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q466514,The Duchess,http://www.wikidata.org/entity/Q7427291,Saul Dibb,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q125076,Slumdog Millionaire,http://www.wikidata.org/entity/Q134867,Danny Boyle,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q125076,Slumdog Millionaire,http://www.wikidata.org/entity/Q134867,Danny Boyle,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q125076,Slumdog Millionaire,http://www.wikidata.org/entity/Q134867,Danny Boyle,2009-02-22T00:00:00Z
,,81st Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q125076,Slumdog Millionaire,http://www.wikidata.org/entity/Q134867,Danny Boyle,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q125076,Slumdog Millionaire,http://www.wikidata.org/entity/Q134867,Danny Boyle,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q125076,Slumdog Millionaire,http://www.wikidata.org/entity/Q134867,Danny Boyle,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q125076,Slumdog Millionaire,http://www.wikidata.org/entity/Q134867,Danny Boyle,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q1044598,Departures,http://www.wikidata.org/entity/Q788070,Yōjirō Takita,2009-02-22T00:00:00Z
,,81st Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q1417721,Man on Wire,http://www.wikidata.org/entity/Q2720543,James Marsh,2009-02-22T00:00:00Z
,,80th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q727846,Elizabeth: The Golden Age,http://www.wikidata.org/entity/Q522232,Shekhar Kapur,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q694140,Michael Clayton,http://www.wikidata.org/entity/Q353117,Tony Gilroy,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Visual Effects,http://www.wikidata.org/entity/Q637021,The Golden Compass,http://www.wikidata.org/entity/Q238638,Chris Weitz,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q606932,Taxi to the Dark Side,http://www.wikidata.org/entity/Q2832952,Alex Gibney,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q183081,No Country for Old Men,http://www.wikidata.org/entity/Q13595311,Joel Coen,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q183081,No Country for Old Men,http://www.wikidata.org/entity/Q13595311,Joel Coen,2008-02-24T00:00:00Z
,,80th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q183081,No Country for Old Men,http://www.wikidata.org/entity/Q13595311,Joel Coen,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q183081,No Country for Old Men,http://www.wikidata.org/entity/Q13595311,Joel Coen,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q167411,The Counterfeiters,http://www.wikidata.org/entity/Q93833,Stefan Ruzowitzky,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q244315,There Will Be Blood,http://www.wikidata.org/entity/Q25132,Paul Thomas Anderson,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q244315,There Will Be Blood,http://www.wikidata.org/entity/Q25132,Paul Thomas Anderson,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q236217,La Vie en Rose,http://www.wikidata.org/entity/Q673103,Olivier Dahan,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Makeup and Hairstyling,http://www.wikidata.org/entity/Q236217,La Vie en Rose,http://www.wikidata.org/entity/Q673103,Olivier Dahan,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q212041,Sweeney Todd: The Demon Barber of Fleet Street,http://www.wikidata.org/entity/Q56008,Tim Burton,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q107226,The Bourne Ultimatum,http://www.wikidata.org/entity/Q356275,Paul Greengrass,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q107226,The Bourne Ultimatum,http://www.wikidata.org/entity/Q356275,Paul Greengrass,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Sound Editing,http://www.wikidata.org/entity/Q107226,The Bourne Ultimatum,http://www.wikidata.org/entity/Q356275,Paul Greengrass,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q79503,Juno,http://www.wikidata.org/entity/Q314502,Jason Reitman,2008-02-24T00:00:00Z
,,80th Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q1626186,Atonement,http://www.wikidata.org/entity/Q118817,Joe Wright,2008-02-24T00:00:00Z
,,79th Academy Awards,Academy Award for Best Costume Design,http://www.wikidata.org/entity/Q829695,Marie Antoinette,http://www.wikidata.org/entity/Q193628,Sofia Coppola,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Original Song,http://www.wikidata.org/entity/Q204670,An Inconvenient Truth,http://www.wikidata.org/entity/Q721219,Davis Guggenheim,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Documentary Feature,http://www.wikidata.org/entity/Q204670,An Inconvenient Truth,http://www.wikidata.org/entity/Q721219,Davis Guggenheim,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q192073,Little Miss Sunshine,http://www.wikidata.org/entity/Q595534,Jonathan Dayton and Valerie Faris,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q192073,Little Miss Sunshine,http://www.wikidata.org/entity/Q595534,Jonathan Dayton and Valerie Faris,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Original Score,http://www.wikidata.org/entity/Q191074,Babel,http://www.wikidata.org/entity/Q55215,Alejandro González Iñárritu,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Actor,http://www.wikidata.org/entity/Q176826,The Last King of Scotland,http://www.wikidata.org/entity/Q1344373,Kevin Macdonald,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q172975,The Departed,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q172975,The Departed,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2007-02-25T00:00:00Z
,,79th Academy Awards,"Academy Award for Best Writing, Adapted Screenplay",http://www.wikidata.org/entity/Q172975,The Departed,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q172975,The Departed,http://www.wikidata.org/entity/Q41148,Martin Scorsese,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Sound Mixing,http://www.wikidata.org/entity/Q329056,Dreamgirls,http://www.wikidata.org/entity/Q361336,Bill Condon,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q329056,Dreamgirls,http://www.wikidata.org/entity/Q361336,Bill Condon,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Sound Editing,http://www.wikidata.org/entity/Q275187,Letters from Iwo Jima,http://www.wikidata.org/entity/Q43203,Clint Eastwood,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Actress,http://www.wikidata.org/entity/Q223367,The Queen,http://www.wikidata.org/entity/Q55258,Stephen Frears,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Production Design,http://www.wikidata.org/entity/Q216006,Pan's Labyrinth,http://www.wikidata.org/entity/Q219124,Guillermo del Toro,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Cinematography,http://www.wikidata.org/entity/Q216006,Pan's Labyrinth,http://www.wikidata.org/entity/Q219124,Guillermo del Toro,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Makeup and Hairstyling,http://www.wikidata.org/entity/Q216006,Pan's Labyrinth,http://www.wikidata.org/entity/Q219124,Guillermo del Toro,2007-02-25T00:00:00Z
,,79th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q153882,The Lives of Others,http://www.wikidata.org/entity/Q57932,Florian Henckel von Donnersmarck,2007-02-25T00:00:00Z
,,78th Academy Awards,Academy Award for Best Supporting Actor,http://www.wikidata.org/entity/Q687040,Syriana,http://www.wikidata.org/entity/Q1971984,Stephen Gaghan,2006-03-05T00:00:00Z
,,78th Academy Awards,Academy Award for Best Supporting Actress,http://www.wikidata.org/entity/Q645168,The Constant Gardener,http://www.wikidata.org/entity/Q343293,Fernando Meirelles,2006-03-05T00:00:00Z
,,78th Academy Awards,Academy Award for Best Foreign Language Film,http://www.wikidata.org/entity/Q626215,Tsotsi,http://www.wikidata.org/entity/Q443106,Gavin Hood,2006-03-05T00:00:00Z
,,78th Academy Awards,Academy Award for Best Picture,http://www.wikidata.org/entity/Q188000,Crash,http://www.wikidata.org/entity/Q314935,Paul Haggis,2006-03-05T00:00:00Z
,,78th Academy Awards,Academy Award for Best Original Screenplay,http://www.wikidata.org/entity/Q188000,Crash,http://www.wikidata.org/entity/Q314935,Paul Haggis,2006-03-05T00:00:00Z
,,78th Academy Awards,Academy Award for Best Film Editing,http://www.wikidata.org/entity/Q188000,Crash,http://www.wikidata.org/entity/Q314935,Paul Haggis,2006-03-05T00:00:00Z
,,78th Academy Awards,Academy Award for Best Director,http://www.wikidata.org/entity/Q160618,Brokeback Mountain,http://www.wikidata.org/entity/Q160726,Ang Lee,2006-03-05T00:00:00Z
